Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,fragC,nAcid,apol,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,nB,bpol,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,ECCEN,FMF,tpsaEfficiency,nHBDon,nHBAcc,HybRatio,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,PetitjeanNumber,topoShape,nRotB,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,VABC,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb
,2.5759,6.63526081,149.3597,11.89,15.99896011,-0.392293553,0.258904364,3.88998557,13.72326991,5242.07,0,87.868134,11,11,77,0.65730138,-0.217130458,-0.131617535,0.080175934,-0.048361083,43.59230578,46.85107796,76.42484427,92.19558924,93.91539816,3653.579524,4648.066768,7590.985629,8738.092436,8309.259904,0,44,47.353866,0,0,2,10,3,6,4,5,2,0,0,0.15515061,0.706865078,1.555321006,0,0,0.087793079,0.421796926,0.939462013,4.220151733,0.303246536,2.164080973,0.539844629,2.809647438,0.236399006,1.181139849,0.270557563,27.90504844,18.41339347,18.51504614,16.66711933,14.80692673,11.94651253,9.640600896,7.484196567,23.34757988,14.01931732,12.80946636,10.71239051,9.043253386,6.715557908,5.078452311,3.593386251,11.34189045,20.9326775,31.83426914,6.933204462,12.22325754,17.2552756,1136,0.666666667,0.191691879,2,6,0.53125,0,0,0,0,0,0,5,0,4,0,2,6,5,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.08884298,10.31977782,4.301511049,6,15,0,2,4.21,1.505358706,8.669537587,12.45641955,4.090459444,12.85697714,29.95782855,7.066659868,16.09997914,11.21642394,1.10520945,1.114851112,1.111047614,0,0,0,0,0,1,0,0.5,1,5,6,2,2,2,0,0,2,4,0,0,0,101.65,6.459431619,508.3057401,530.2780726,80.20312882,2.056490482,19.64303543,12.92440048,6.718634949,4649,85,3.748,230
,-0.3125,0.09765625,47.4371,11.99342695,15.99491817,-0.283754776,0.203100659,4.633222151,9.805569787,520.03,0,28.603516,6,6,25,0.275419656,-0.166802051,0.082948011,-0.079348923,0.08517085,14.49442964,15.16300164,20.71646324,18.66100366,13.02443614,742.0349149,854.8547551,1155.158281,956.6153533,652.8093424,0,14,17.376484,0,0,3,2,1,0,3,0,0,0,0,0.096225045,0.350067718,0.344829141,0,0,0.064549722,0.148022097,0.123415514,0.73090178,0,0.282691565,0,0.381161305,0,0.113340377,0,9.259148545,6.2876937,5.475695617,4.783585248,3.630433334,2.54858145,1.395330399,0.874556582,7.60364039,4.444034959,3.345475184,2.561731178,1.767362672,0.954778162,0.453938569,0.23340908,2.067282172,3.010529714,3.551410281,0.963842455,1.295670369,1.186025592,150,0.846153846,0.188534637,0,3,0.4,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,4.022160665,1.92,0,6,0,0,2.23,0,1.486747759,1.310370697,0,5.688218364,7.816338163,0,1.650963624,0,0,0,0,0,0,0,0,0,0.25,0,0.428571429,0.75,1,2,1,2,1,0,0,1,1,0,0,0,33.2,4.807354922,166.1412999,176.0949631,26.23217651,2.017859731,8.749302485,2.507927109,6.241375376,238,17,0.391,66
,3.0793,9.48208849,93.226,11.85,15.99492018,-0.301982774,0.17008493,5.330661763,12.07444633,1563.02,0,51.104653,12,12,43,0.23089815,-0.105575938,-0.06514811,0.096990893,-0.050825614,23.13444934,24.83063778,33.83036589,38.05173551,37.49454984,1707.312366,2010.174198,2813.060549,3252.204866,2828.408789,1,24,25.895347,0,0,0,10,5,1,2,0,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.067061488,1.438505049,0,0.247193875,0,0.820191596,0,0.100592232,0,15.52673326,10.64786705,9.628410599,7.492185394,6.777664462,5.4398052,3.991328619,3.022331228,13.17293465,7.707490082,6.076402666,4.056136459,3.090359772,2.168308607,1.409912258,0.917014378,2.823680014,5.166866728,7.243669573,1.334967615,2.001621465,2.41238292,344,0.681818182,0.069754906,0,2,0.25,0,0,0,0,0,0,2,0,3,0,1,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84375,7.713498623,4.110329908,5,16,0,3,3.44,0.5,3.576997674,2.198279649,0,18.32095226,25.30404464,0,7.186236566,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.8,3,3,2,1,2,0,0,0,2,1,0,0,20.31,5.584962501,294.3020924,291.1623145,45.09195284,2.04963422,5.494019403,2.523067879,2.970951524,979,37,3.878,114
,0.5002,0.25020004,64.1465,11.89,15.99692672,-0.311304648,0.279107459,4.257085579,9.869822828,1458.04,0,43.482239,0,0,41,0.449761863,-0.238387798,0.031746596,0.101192941,-0.275672245,20.68338741,20.66073177,31.48693632,26.43156703,25.81919368,1074.819402,1234.384906,1708.154018,1406.116043,1227.917693,0,19,29.635761,0,0,2,0,0,3,7,1,1,0,0,0.11785113,0.244818077,0.402638648,0,0,0.072168784,0.124472739,0.24502713,2.390950123,0.25,0.11785113,0,1.835976425,0.25,0.017010345,0,13.33649881,8.354973827,8.670651278,5.72324215,5.209572407,3.06910283,2.315413605,0.9544921,11.49232958,6.854676859,6.631005915,3.909196603,3.385491004,1.657400906,1.15024016,0.35818671,2.973168007,5.335157688,5.801303925,1.867580892,3.409320368,3.218524372,273,0.722222222,0.218827202,1,4,0.857142857,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4099723,5.551020408,3.995837669,3,3,0,0,2.56,0.944940787,3.851497827,3.475430375,2.080083823,2.750729897,8.786089801,1.900622627,3.386545745,1.410367848,0,0.2,0.632455532,0,0,0,0,0,0,0,0.444444444,0.8,3,2,0,2,0,0,0,1,1,0,0,0,55.4,5.247927513,258.081849,253.1677938,35.65502788,1.980834882,11.10112324,8.10500058,2.996122655,628,23,2.944,94
,-0.3055,0.09333025,64.376,11.89,15.99592269,-0.278874105,0.226975379,5.304393422,10.42522883,1129.04,0,39.593446,0,0,38,0.402753003,-0.270353521,0.087046614,0.121874602,-0.269831102,18.26889867,16.66127555,21.60201681,26.40453956,27.32173544,902.6154501,974.2467487,1218.91005,1345.553041,1239.823724,0,15,29.926554,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.03365121,0,0.42279811,0,0.511590239,0,0.12316273,0,12.71517847,7.488799625,6.013298513,4.694584133,3.355356201,1.925938811,0.773276762,0.219821982,10.85718814,5.634811457,3.780963873,2.421763599,1.594494311,0.873935963,0.29203909,0.068080649,2.696002023,3.788902705,4.94701606,1.05578546,1.396465178,1.554573222,179,0,0.179600903,0,4,0.666666667,0,0,0,0,0,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8.144044321,4.816635161,9,5,0,4,2.34,1.826555289,5.255099494,4.498744634,0,2.00414513,5.023041523,0,1.650963624,0,0,0.2,0,0,0,0,0,0,0,0.333333333,0.5,1,7,0,0,0,0,0,0,0,0,0,0,0,40.62,4.906890596,247.7728719,226.1681281,29.9878757,1.874242231,11.23246346,4.97611835,6.256345105,441,23,1.289,68
,2.5194,6.34737636,96.058,11.9,15.99793984,-0.302893086,0.342853507,4.628852295,10.55735828,2107.06,0,58.371032,12,12,51,0.626695497,-0.541243519,0.39999239,-0.209857161,0.154631747,30.81783674,31.6572796,43.09169615,38.98219532,37.08848445,1535.160271,1730.7807,2248.081587,1962.347886,1729.817132,0,29,33.304968,0,0,0,12,0,2,4,0,1,0,0,0.125,0.380900841,0.331837567,0,0,0.125,0.240926725,0.166743799,1.692705341,0.125,0,0,0.957106781,0.125,0,0,18.9515367,13.15139701,11.47427669,8.920041692,7.074629017,5.407753434,2.980771647,2.018941655,15.14913654,9.129427618,6.841422815,4.723489679,3.243465784,1.869511703,0.790353083,0.447947707,3.054634153,4.636861973,5.087769847,1.559388357,2.107596936,1.48879545,696,0.925925926,0.208216989,2,6,0.333333333,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.70273484,11.2534626,7.395555556,4,10,0,0,3.11,0,0,0,0,21.29832991,12.79419666,4.444190454,1.203425975,1.032795559,0,0.125,1.154700538,0.25,0,0,0,0.125,0,0,0.5,1,10,3,2,3,2,0,0,1,2,0,0,0,76.66,5.857980995,348.9655174,368.1736074,54.80856922,2.029947008,17.20133397,11.12669512,6.074638847,2179,34,4.532,134
,2.1733,4.72323289,66.0934,11.99335596,14.00928495,-0.342376454,0.027989266,6.153510713,10.39982463,1056.02,0,38.842274,9,10,34,0.131442791,-0.073742753,-0.001090831,0.001540176,-0.009987133,16.7199606,18.83090967,26.9970916,25.9970916,19.66472773,1170.107381,1397.324969,2025.310194,1871.502695,1371.133714,1,18,22.317726,0,0,0,6,2,0,4,0,0,0,0,0.07856742,0.373596937,0.619346436,0,0,0.03125,0.15908738,0.227919383,1.10549886,0,0.358304986,0,0.708412597,0,0.206698296,0,11.12095586,7.754020195,7.185176963,6.154784611,5.206152394,4.413538989,3.184841933,2.360734199,9.955285285,6.003579712,4.987924724,3.799625172,2.791789789,2.085223217,1.320731859,0.86882295,2.784396304,4.189324833,5.829468688,1.607558115,2.017171422,2.458288268,215,0.8125,0.088864192,1,1,0.428571429,0,0,0,0,0,0,2,0,3,0,0,4,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,4.349112426,1.966049383,3,9,0,0,2.78,0.5,2.767994383,2.421942068,0,7.175392533,14.33358399,0,5.296119205,0,0,0,0,0,0,0,0,0,0.2,0,0.5,1,1,3,2,1,1,0,0,1,2,0,0,0,19.03,5.169925001,203.278553,214.1469987,33.16929109,2.073080693,6.227146324,0,6.227146324,408,25,2.566,88
,-0.9234,0.85266756,57.0355,11.89,15.99692672,-0.279527566,0.285302987,4.443830235,12.04387946,884.05,0,36.394688,0,0,33,0.482371126,-0.23919707,0.193902411,-0.423109762,0.245189828,20.04336771,19.66100366,29.57037451,35.31801137,35.75206574,1129.639021,1340.053979,1930.285651,2080.850092,1617.405335,0,18,21.685312,0,0,2,1,1,1,5,0,1,0,0,0,0.150174595,0.257167072,0,0,0,0.087793784,0.074082074,1.291039428,0.068041382,0.635379749,0.130245736,0.582820224,0.044194174,0.195368604,0.036084392,12.46625533,8.108226126,7.179531069,6.324463054,5.658248849,3.539142683,2.3112106,1.175338376,9.837629047,5.973509423,4.471400381,3.598844589,2.619571465,1.663425328,0.82691248,0.455855929,3.758208328,7.240034749,8.616075663,1.602012333,2.483895059,2.489623154,210,0.705882353,0.318783863,2,5,0.583333333,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43209877,5.325443787,2.290723156,2,8,0,0,2.23,0,1.639769145,1.173482316,0.5,6.945629182,7.51820003,2.620741394,2.672696154,3.039342743,0,0.75,0,0,0,0,0,0.5,0,0,0.5,1,2,2,0,2,0,0,0,0,2,0,0,0,75.27,5.169925001,229.2137225,236.1160925,33.914017,1.994942176,13.54168508,7.601106462,5.940578622,458,31,1.607,88
,3.7182,13.82501124,91.6047,11.85,14.00308416,-0.308649384,0.119662744,5.746144531,12.05019669,1516.01,0,50.302653,12,12,42,0.097493049,-0.066961563,0.008233057,0.014032319,-0.003362692,21.3599803,23.4985458,31.16618193,35.16618193,32.16618193,1685.008501,1972.375073,2729.58184,3162.277299,2651.554812,1,23,24.937347,0,0,0,11,5,1,1,0,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.059852793,1.149829914,0,0.247193875,0,0.699400784,0,0.089779189,0,14.65648977,10.2540202,8.982738022,7.262809385,6.252455047,5.294526856,3.828924622,2.944232484,12.71228012,7.472962523,5.71758457,3.869147603,2.786892248,1.982022519,1.244517642,0.816710824,2.56097718,4.350864458,6.367855926,1.207650536,1.648822755,2.009647039,331,0.714285714,0.011774651,0,1,0.2,0,0,0,0,0,0,2,0,2,0,3,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87901701,7.513007284,3.854848305,5,16,1,3,3.55,0.5,4.122596842,1.625198014,0,21.4769147,23.93396682,0,5.841906811,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.8,3,3,3,1,1,0,0,0,2,1,0,0,3.24,5.523561956,285.5118657,275.1673998,43.27108331,2.060527777,2.98473945,0,2.98473945,882,35,5.214,108
,0.3085,0.09517225,88.716,11.89,15.99592521,-0.392261061,0.133363498,4.992882677,12.46334056,2975.02,0,59.901376,0,0,55,0.195350587,-0.048501524,-0.043800194,-0.004318703,0.003150185,24.54893807,27.66418395,45.32836791,52.99255186,46.98882779,2162.540743,2819.372634,4523.265673,4802.484607,3871.567116,0,27,35.940624,0,0,0,1,0,3,9,5,3,0.204124145,0.36425077,0.311004234,1.272156322,2.538285382,0.204124145,0.36425077,0.311004234,1.219644932,2.329397908,2.896806376,0.278838768,1.539651373,0.396656021,2.552698063,0.278838768,1.31820798,0.367177399,16.19830613,10.84382469,11.38350104,10.66252179,9.779832682,7.1887196,5.706778981,4.384866786,14.97641775,10.02943871,10.3109775,9.86011661,8.783846767,6.542987222,5.079358112,3.914460019,7.978131239,14.89260304,20.62084123,7.106887191,12.83801472,17.3938294,378,0.739130435,0.117948308,1,2,0.952380952,0,0,0,0,0,0,3,0,8,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2702332,4.392032594,1.564444444,3,1,1,0,3.55,0.520020956,5.590435949,5.733565171,2.702403705,8.034895377,18.85766915,8.974142501,7.000299978,8.433735654,1.10520945,0.125,0,0,0,0,0,0,0,0,0.444444444,0.8,1,5,0,1,0,1,0,2,2,0,0,0,37.3,5.754887502,324.933837,316.2402305,47.5603381,2.067840787,4.994275983,4.994275983,0,995,51,5.312,148
