BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,mol_smile
1.76,837.716,16.518,13.951,13.951,11.704,8.587,8.587,6.773,6.773,4.928,4.928,3.722,3.722,0.0,4.39,0.0,5.817,5.918,42.056,24.974,0.0,18.199,34.714,4.984,323.18,0.35,-2.2,24.0,301.239,551074.261,15.335,6.362,2.939,141.283,13.207,0.323,13.207,0.123,0.191,0.123,-0.191,-0.323,4.033,94.707,323.415,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,124.0,9.467,11.642,0.0,0.0,0.0,0.0,0.0,9.374,0.0,0.0,24.265,56.263,19.007,11.033,4.0,4.39,11.033,0.0,14.451,0.0,25.304,20.137,65.736,0.0,0.0,0.0,4.39,0.0,0.0,34.588,6.545,5.817,30.147,48.531,0.0,11.033,0.0,21.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.519,34.648,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1cc(F)ccc1Cn1c2c(cccc2)nc1C1CCCN(C)C1
1.487,931.182,19.957,17.699,17.699,14.135,11.403,11.403,9.46,9.46,7.054,7.054,5.192,5.192,0.0,4.795,0.0,5.907,0.0,69.386,41.547,0.0,17.042,35.102,0.0,391.262,0.56,-2.07,29.0,358.295,9990407.292,18.927,7.639,3.633,173.71,13.161,0.34,13.161,0.253,0.203,0.253,0.203,-0.34,4.468,118.142,391.559,0.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0,6.0,1.0,1.0,2.0,154.0,9.467,0.0,0.0,0.0,5.907,0.0,9.694,0.0,0.0,6.579,13.0,61.282,67.85,0.0,5.0,4.795,16.81,0.0,14.367,11.836,52.117,26.179,47.675,0.0,0.0,0.0,0.0,0.0,0.0,46.453,19.51,11.836,54.222,30.854,0.0,10.903,0.0,28.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,52.747,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1CCN(C(=O)c2cc3c(cc2)n(CC=C)c2c3CN(CC3CC3)CC2)CC1
1.975,6.0,3.414,2.17,3.682,1.914,1.035,2.104,0.378,1.134,0.071,0.643,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,23.202,97.969,1.0,0.58,4.0,94.928,6.855,4.58,3.58,2.58,35.711,5.054,0.125,5.054,0.036,0.557,0.036,0.557,-0.125,1.464,21.44,98.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.202,0.0,0.0,11.76,0.0,0.0,0.0,23.202,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,23.202,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClCCCl
2.05,588.979,11.458,9.903,9.903,8.289,6.244,6.244,5.27,5.27,4.318,4.318,3.55,3.55,0.0,0.0,0.0,5.539,6.042,6.421,22.254,0.0,0.0,60.771,0.0,221.12,0.25,-1.6,17.0,206.183,17488.551,9.432,2.991,1.074,101.486,3.788,0.297,3.788,0.067,0.01,0.067,0.01,-0.297,3.151,68.919,221.303,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,5.317,0.0,0.0,0.0,48.531,35.598,6.042,5.539,4.0,0.0,0.0,0.0,5.317,0.0,24.925,0.0,70.785,0.0,0.0,5.317,0.0,0.0,0.0,0.0,11.96,0.0,35.219,48.531,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1cccc2c1C1(C)NC2Cc2c1cccc2
2.803,26.265,3.577,2.908,2.908,1.732,1.204,1.204,0.908,0.908,0.0,0.0,0.0,0.0,0.0,4.795,0.0,5.783,0.0,0.0,13.847,0.0,0.0,0.0,0.0,58.042,0.667,-0.33,4.0,52.032,3.245,3.67,1.045,6.884,25.631,9.444,0.3,9.444,0.126,0.167,0.126,0.167,-0.3,0.595,16.355,58.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.795,5.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847,0.0,0.0,0.0,4.795,5.783,0.0,0.0,0.0,13.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783,4.795,0.0,13.847,0.0,0.0,0.0,0.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)C
3.0,71.961,4.243,3.464,3.464,3.0,2.0,2.0,1.155,1.155,0.667,0.667,0.385,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.398,0.0,0.0,78.047,0.0,-0.78,6.0,72.066,34.399,3.412,1.606,0.582,37.431,2.0,0.062,2.0,-0.062,2.0,0.062,2.0,-0.062,1.687,26.442,78.114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1ccccc1
2.191,11.119,4.121,3.569,3.569,2.414,2.023,2.023,1.077,1.077,0.512,0.512,0.158,0.158,0.0,0.0,0.0,0.0,6.607,12.842,0.0,0.0,0.0,6.924,5.107,74.073,1.0,-0.04,5.0,64.043,11.245,4.96,3.96,3.96,32.628,8.066,0.396,8.066,0.043,0.344,0.043,0.344,-0.396,0.779,21.994,74.123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,32.0,5.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.345,6.421,6.607,0.0,0.0,5.107,0.0,0.0,0.0,0.0,19.765,6.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713,0.0,0.0,19.765,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCCC
2.53,25.02,6.243,6.243,6.243,3.914,3.914,3.914,2.414,2.414,1.457,1.457,0.854,0.854,0.0,0.0,0.0,0.0,0.0,0.0,38.525,0.0,0.0,13.847,0.0,114.141,1.0,0.0,8.0,96.088,61.5,8.0,7.0,6.0,53.294,2.256,0.065,2.256,-0.053,1.365,0.053,1.365,-0.065,3.367,39.05,114.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,CCCCCCCC
2.785,381.764,12.345,10.173,10.929,7.294,5.369,5.747,4.991,5.427,2.152,2.387,1.607,1.797,0.0,4.795,0.0,17.364,10.586,0.0,0.0,24.265,27.695,5.317,11.601,239.108,0.462,-0.86,16.0,221.602,2302.595,13.206,4.981,3.951,102.001,12.053,0.303,12.053,0.179,0.067,0.179,-0.21,-0.303,3.299,68.133,239.746,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,88.0,5.317,0.0,5.783,0.0,0.0,0.0,4.795,0.0,0.0,0.0,23.734,39.828,16.125,6.042,1.0,4.795,17.384,0.0,5.317,0.0,39.276,0.0,34.852,0.0,0.0,5.317,0.0,0.0,11.601,17.364,0.0,0.0,38.053,24.265,5.023,0.0,0.0,29.1,0.0,5.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)NC(C)C(=O)c1cc(Cl)ccc1
1.633,2.755,2.707,2.154,2.154,1.414,1.023,1.023,0.316,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607,0.0,0.0,0.0,6.924,0.0,0.0,5.107,46.042,1.0,-0.04,3.0,40.021,2.755,2.96,1.96,1.96,19.898,7.569,0.397,7.569,0.04,0.25,0.04,0.25,-0.397,-0.001,12.76,46.069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,5.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.924,6.607,0.0,0.0,5.107,0.0,0.0,0.0,0.0,6.924,6.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713,0.0,0.0,6.924,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC
